Paleon testate calibration dataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Revised, 25 March 2017 (went back to count data, made a few taxonomic corrections and deleted samples with less than 50 counts)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All samples with greater than 50 individuals counted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMPLE,STUDY,Peatland,Peatland type,Location (lat/long: dec),,,,WTD (cm),pH,TOTAL COUNT,ampfla,ampwri,arcart,arccat,arccre,arcdis,arcgib,archem,arcvul,assmus,asssem,bulind,cenacu,cencas,ceneco,cenpla,cortri,cryovi,crysac,cycarc,cyckah,cypamp,difacu,difbaf,difbac,difglo,diflei,difluc,difobl,difovi,difpri,difpul,difrub,difurc,eugcri,eugrot,eugstr,eugtub,helpet,helros,helsph,helsyl,hyaele,hyamin,hyapap,hyasub,lesspp,nebbar,nebcar,nebcol,nebfla,nebgal,nebgri,nebmar,nebmil,nebpen,nebret/lon,nebtin,nebtub,nebvit,nebwai,parirr,phracr,plalen,plaspi,placal,pontsp,psefas,pseful,quasym,sphlen,traden,triarc,trimin
853ada,Booth 2001,Grand Traverse Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,25,3.7,154,2,0,0,0,0,10,0,0,0,15,0,0,2,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,33,0,12,0,0,0,0,0,0,3,24,0,16,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
854ada,Booth 2001,Grand Traverse Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,8,4.1,244,0,0,0,2,0,25,0,0,0,28,0,0,0,41,0,0,0,0,0,3,0,0,0,9,0,44,1,44,0,0,0,0,0,0,0,0,4,21,0,0,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
856ada,Booth 2001,Grand Traverse Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,21,3.7,170,13,0,0,0,0,17,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,31,0,33,0,0,0,0,0,0,1,1,0,27,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857ada,Booth 2001,Grand Traverse Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,18,3.6,157,1,0,0,1,0,37,0,0,0,20,0,1,1,1,0,0,4,0,0,0,0,0,0,0,0,2,5,2,1,0,0,0,0,0,0,0,0,10,0,0,3,0,18,0,11,0,0,0,0,2,0,0,5,0,14,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900ada,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,46,4.7,151,0,0,0,10,0,4,0,0,0,5,4,1,3,3,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,58,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0
902ada,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,37,4.7,169,0,0,0,0,0,11,0,0,0,4,5,0,0,8,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
903ada,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,37,4,156,0,0,0,5,0,2,0,0,0,9,4,1,3,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,17,0,0,0,4,0,0,0,0,0,0,0,0,33,1,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
904ada,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,32,4,157,0,0,0,0,0,0,0,0,0,4,4,1,2,1,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,30,0,0,0,30,0,0,0,1,0,0,0,0,27,2,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
904bda,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,21,4.5,226,0,0,0,0,0,5,0,0,0,35,0,0,0,62,0,0,0,0,0,20,0,0,0,5,0,19,0,22,1,0,0,0,2,0,0,0,2,12,2,0,0,12,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
905ada,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,42,5.1,150,0,0,0,2,0,1,0,0,0,15,0,2,1,15,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,1,16,0,0,0,14,0,0,0,0,0,0,1,0,22,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
907ada,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,32,4.2,211,0,0,0,7,0,19,0,0,0,7,9,1,0,0,0,0,10,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,4,19,0,0,0,18,0,0,0,9,0,0,2,0,54,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0
908ada,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,21,4.8,152,1,0,0,0,0,0,0,0,0,9,5,0,13,11,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,26,0,0,0,6,0,2,0,0,0,0,24,0,0,40,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
910ada,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,14,6.6,96,0,0,0,0,0,1,0,0,0,1,0,0,5,27,0,0,7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,0,0,0,0,12,0,12,0,1,0
914ada,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,6,4.4,157,34,0,0,0,0,13,0,0,0,11,1,1,2,1,0,0,0,0,0,1,0,0,1,1,0,7,0,7,0,0,0,0,1,0,0,0,0,8,10,0,4,1,13,0,21,0,0,0,0,6,0,5,1,3,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
914bda,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,21,4.3,239,0,0,0,0,0,2,0,0,0,19,7,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,24,0,0,18,81,0,22,0,0,0,0,8,0,0,36,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
914cda,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,19,4.3,200,4,0,0,2,0,5,0,0,0,41,6,0,7,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,3,68,0,7,0,0,0,0,4,0,0,15,0,8,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0
914dda,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,14,4.5,162,15,0,0,1,0,0,0,0,0,8,1,1,24,14,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,4,20,0,24,0,0,0,0,5,0,0,6,0,0,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
915ada,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,7,4.1,157,4,0,0,0,0,22,0,0,0,10,2,0,13,9,0,0,1,0,0,20,0,0,0,1,0,5,0,5,0,0,0,0,0,0,0,0,1,8,0,0,0,2,16,0,3,1,0,0,0,4,0,0,14,3,2,0,0,2,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0
915bda,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,22,4.1,156,0,0,0,2,0,0,0,0,0,33,3,0,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,20,7,0,0,0,0,0,0,1,0,0,2,0,48,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
919ada,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,20,4.2,151,0,0,0,2,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,26,6,0,0,0,0,0,0,0,0,0,0,0,49,7,0,30,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,0
920ada,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,22,4.6,201,0,0,0,0,0,21,0,0,0,5,4,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,10,12,0,8,0,0,0,0,1,0,0,1,0,65,9,0,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0
921bda,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,17,4.5,201,0,0,0,1,0,0,0,0,0,1,3,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,15,0,0,0,0,0,0,0,4,0,0,0,0,119,4,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
922ada,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,10,4.4,151,0,0,0,1,0,8,0,0,0,4,5,0,19,22,0,0,1,0,0,9,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,8,6,0,0,5,2,0,0,0,0,0,0,3,1,0,5,0,19,0,0,15,0,0,2,0,0,0,3,0,0,0,0,0,0,0,10,0
922bda,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,11,4.5,179,18,0,0,1,0,0,0,0,0,4,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,9,17,0,6,2,0,0,0,0,1,0,0,0,49,1,0,31,0,8,0,0,1,0,1,0,0,0,0,0,0,0,3,0
926ada,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,15,5.2,241,27,0,0,0,0,0,0,0,0,10,0,0,17,1,0,0,2,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,6,3,0,15,0,0,0,0,1,0,0,1,0,93,5,0,14,0,4,0,0,0,0,0,0,0,0,0,0,1,0,7,0
927ada,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,12,5.5,150,0,0,0,1,0,2,0,0,0,7,2,0,20,34,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,2,11,12,0,0,0,0,0,0,0,0,3,5,0,1,0
933ada,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,7,5.5,129,0,0,0,0,0,0,0,0,1,1,0,0,0,51,0,0,6,0,0,16,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,2,7,3,0,0,2,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,9,4,0,0,0
934ada,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,11,5.3,220,0,0,0,2,0,3,0,0,0,12,0,0,2,94,0,0,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,0,0,5,0,0,0,0,0,0,3,12,0,0,0,1,2,0,0,0,0,1,12,0,0,0,0,0,0,0,0,7,14,0,0,0
939ada,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,13,5.7,151,0,0,0,1,0,0,0,0,0,47,2,0,15,17,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,14,0,7,0,0,0,0,0,0,0,0,0,1,0,0,4,0
940ada,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,10,4.1,205,2,0,0,0,0,4,0,0,0,19,12,0,2,37,0,0,4,0,0,5,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,28,0,0,0,10,1,0,5,0,0,0,0,15,0,0,12,0,14,3,0,21,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
941ada,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,10,4.2,211,24,0,0,1,0,3,0,0,0,35,8,2,9,5,0,0,4,0,0,2,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,5,7,7,0,0,13,9,0,14,0,0,0,0,0,0,0,33,0,19,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
942ada,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,8,5.1,150,21,0,0,0,0,0,0,0,0,10,0,0,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,8,5,0,19,1,5,0,22,0,0,0,0,0,0,0,4,7,0,1,0,4,0,8,0,0,0,0,1,0,0,0,0,1,1,0,1,0
948ada,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,-4,4.6,183,0,0,0,0,0,1,0,0,2,10,0,0,2,83,0,0,0,0,0,0,0,0,0,0,0,28,0,28,4,0,0,0,0,0,0,0,6,11,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
948cda,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,-1,4.7,132,1,0,0,0,0,3,0,0,4,3,1,0,1,38,0,0,0,0,0,2,0,0,0,1,0,13,0,13,0,0,0,0,0,0,0,0,44,2,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
951ada,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,9,3.8,252,1,0,0,1,0,10,0,0,0,18,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28,0,1,17,67,0,3,0,0,0,0,0,0,1,38,0,26,10,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0
951bda,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,16,3.8,255,7,0,0,5,0,11,0,0,0,51,18,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,3,26,0,0,16,35,0,4,1,0,0,0,3,0,0,22,0,21,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
951cda,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,22,3.8,251,38,0,0,1,0,1,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,11,81,0,22,0,0,0,0,0,0,0,13,0,25,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
951dda,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,19,3.9,150,7,0,0,0,0,6,0,0,0,22,1,0,3,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,15,27,0,6,0,0,0,0,0,0,0,6,0,29,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
951eda,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,16,3.9,212,45,0,0,3,0,8,0,0,0,6,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,4,58,0,30,2,0,0,0,0,0,0,9,0,11,13,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
951fda,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,10,3.8,201,31,0,0,1,0,9,0,0,0,18,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,68,0,21,0,0,0,0,4,0,0,15,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
951hda,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,6,4,203,3,0,0,2,0,11,0,0,0,14,5,1,0,7,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,18,49,0,7,1,0,0,0,12,0,0,15,0,19,11,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0
951ida,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,-1,4,177,23,0,0,1,0,4,0,0,0,34,5,3,0,13,0,0,1,0,0,13,0,0,0,0,0,23,0,23,0,0,0,0,6,0,0,0,1,5,0,0,3,0,5,0,1,1,0,0,0,0,0,0,6,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
952ada,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,11,3.9,150,22,0,0,4,0,12,0,0,0,5,3,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0,12,2,0,0,0,1,0,0,13,0,18,5,0,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15,0
953bda,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,6,4.1,153,2,0,0,0,0,14,0,0,0,19,5,0,3,13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,5,7,30,0,1,0,0,0,0,6,0,0,13,0,11,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
954ada,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,13,4.5,150,0,0,0,3,0,1,0,0,0,37,2,0,2,10,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,2,13,1,0,0,1,0,0,0,0,0,0,0,0,18,0,0,22,0,4,0,0,0,0,0,0,0,0,0,0,1,0,4,0
956ada,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,3,5.7,202,0,0,0,0,0,0,0,0,6,2,0,0,25,49,0,0,9,0,0,52,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,8,11,4,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,2,6,11,0,0,0
957ada,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,22,3.6,153,0,0,0,0,0,0,0,0,0,30,9,0,2,4,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,48,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
958ada,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,5,6,94,0,0,0,0,0,3,0,0,3,12,0,0,3,45,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
959ada,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,34,4.3,153,0,0,0,5,0,0,0,0,0,4,1,0,0,7,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,23,0,0,0,2,0,0,0,0,0,0,0,0,38,0,0,41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0
961ada,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,52,5.5,143,0,0,0,3,0,0,0,0,0,15,1,1,10,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,0,0,10,0,0,0,4,0,0,0,0,0,0,0,0,22,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
965ada,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,-15,6.9,151,0,0,0,0,1,0,0,0,2,1,0,0,79,14,0,0,1,0,0,14,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0
966ada,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,-14,6.4,104,0,0,0,0,0,0,0,0,9,0,0,0,37,13,0,0,4,0,0,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,18,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
967ada,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,-21,6.1,108,0,0,0,0,1,1,0,0,2,2,0,0,38,42,0,0,0,0,0,7,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
968ada,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,-26,6.6,103,0,0,0,0,0,5,0,0,4,4,0,0,27,23,0,0,1,0,0,21,0,0,0,0,0,3,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970ada,Booth 2001,Tahquamenon Bay Peatlands,,Locations also in Table 1 of Booth 2002,,,,-1,6.3,153,0,0,0,0,1,2,0,0,4,4,0,0,113,3,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BB10,Booth & Zygmunt 2005,Burro Bridge,Iron Fen,Location data in table 1 of Booth & Zygmunt 2005,,,,18,3.2,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB2,Booth & Zygmunt 2005,Burro Bridge,Iron Fen,Location data in table 1 of Booth & Zygmunt 2005,,,,32,3.4,151,0,0,0,0,0,1,0,0,0,64,0,0,0,0,0,0,17,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BB3,Booth & Zygmunt 2005,Burro Bridge,Iron Fen,Location data in table 1 of Booth & Zygmunt 2005,,,,50,3.3,150,0,0,0,0,0,0,0,0,0,49,0,0,0,2,0,0,19,55,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
BB4,Booth & Zygmunt 2005,Burro Bridge,Iron Fen,Location data in table 1 of Booth & Zygmunt 2005,,,,24,3.1,150,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BB5,Booth & Zygmunt 2005,Burro Bridge,Iron Fen,Location data in table 1 of Booth & Zygmunt 2005,,,,50,3.6,150,0,0,0,0,0,0,0,0,0,4,0,0,0,13,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0
BB7,Booth & Zygmunt 2005,Burro Bridge,Iron Fen,Location data in table 1 of Booth & Zygmunt 2005,,,,50,3.7,150,0,0,0,0,0,1,0,0,0,11,0,0,0,7,0,0,0,105,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0
BB8,Booth & Zygmunt 2005,Burro Bridge,Iron Fen,Location data in table 1 of Booth & Zygmunt 2005,,,,42,3.3,150,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,89,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
BB9,Booth & Zygmunt 2005,Burro Bridge,Iron Fen,Location data in table 1 of Booth & Zygmunt 2005,,,,50,3.4,150,0,0,0,0,0,0,0,0,0,46,0,0,0,1,0,0,0,47,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
